trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.3037319293288143,4.608622400002787,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.2533355173212501,3.3688575999985915,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.2945212067456288,4.382970699982252,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.2367208918866745,3.8518654000072274,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.1761039575629384,2.920135099993786,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.23602364339400594,9.44535029999679,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.16539139265427422,3.9329039999865927,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.22713486319822884,2.7915964999992866,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.18291475845282887,5.061449300003005,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.22227477336016016,4.303518600005191,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.22521094936029884,5.686473499983549,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.18658456207021995,4.419396899989806,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.1736434182792202,3.306473600008758,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.2961028931275914,10.989372400013963,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.16091679553552873,6.094055599998683,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.2212836687002702,5.984712999983458,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.23766558992308295,8.5111167000141,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.2309853072650329,19.561681999999564,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.2093459160621012,12.058996499981731,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.1578537432582205,5.329577500000596,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.2606459288222646,17.20532639999874,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.2904944828933431,9.09868669998832,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.2644212557846166,15.643753499985905,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.15631909655512194,7.059837899985723,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.29968582661092874,7.986993200000143,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.272315376068628,5.172706399986055,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.32953105277800754,12.731991699984064,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.14072128452499366,3.9862759000097867,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.1622056922581683,4.587483499984955,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.19863155615293812,4.973077300004661,False
