trial,model,C,val_pr_auc,seconds,is_default
0,logreg,1.0,0.031400491299667266,1.183718999993289,True
1,logreg,0.00010433015975560071,0.02726906069769986,0.329698500019731,False
2,logreg,7.087870182165282,0.031394859842400695,1.207616700005019,False
3,logreg,0.15778700589260478,0.03142795341928215,1.1443540999898687,False
4,logreg,0.0005493246762889695,0.030103282083608626,0.4115653000189923,False
5,logreg,0.00035611627027439246,0.02953425982556899,0.4045085999823641,False
6,logreg,17.647359885126413,0.03139880525213477,1.1298718999896664,False
7,logreg,0.00020820280648590456,0.028754627200263384,0.3649594000016805,False
8,logreg,18.009879132694522,0.03140861620865046,1.219329999992624,False
9,logreg,0.10782948455334646,0.03136716746799194,1.0974577000015415,False
10,logreg,0.0037619809749245307,0.030967405129182182,0.6259871000074781,False
11,logreg,0.046483891763801424,0.031312555679718496,1.00101090001408,False
12,logreg,0.03024679494312621,0.031301406248641445,0.940666800015606,False
13,logreg,5.432141049817977,0.031389934953811045,1.1399158000131138,False
14,logreg,0.002574489093034908,0.030892082280035885,0.5626946999982465,False
15,logreg,13.625781988834158,0.031369416776052345,1.2210763999901246,False
16,logreg,0.0009778687002506207,0.030566497099195487,0.49163569998927414,False
17,logreg,0.32310432371264586,0.03136632415965093,1.164782899984857,False
18,logreg,9.92307276636211,0.0313777011449843,1.1929396000050474,False
19,logreg,16.862069044245118,0.03138123093313616,1.1086120999825653,False
20,logreg,0.003065353858967016,0.030904591536439395,0.6270389000128489,False
21,logreg,0.025371639939762346,0.03127851261652087,0.9796821000054479,False
22,logreg,0.00018940245566494797,0.028554301348226056,0.34243610000703484,False
23,logreg,0.7688450484641327,0.03138292624722282,1.1647015000053216,False
24,logreg,59.29829419214348,0.03138205879053448,1.2056992999860086,False
25,logreg,0.023488106454205963,0.03127576161218898,0.9119400999916252,False
26,logreg,2.7864766711770614,0.03138532244724793,1.2301639000070281,False
27,logreg,0.004660915733444023,0.030990818235116128,0.6771708999876864,False
28,logreg,0.0021609118967459854,0.03085406751103735,0.568920599995181,False
29,logreg,15.979931944694169,0.031397380226304304,1.2141072000085842,False
