trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.25672335415382014,1.812479300017003,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.21795240325229256,1.5755993999773636,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.17001017091703371,1.4619607999920845,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.21809217916386908,1.3564010999980383,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.23574098016483283,1.128767100017285,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.20749061518637527,2.9304092000238597,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.17858797326315043,1.5553557999955956,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.19215121237667485,1.0629084999964107,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.21739978587711228,1.7141961999877822,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.19920547950446824,1.3139538000104949,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.1772385943698446,1.5884932999906596,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.23747709974255055,1.6607719000021461,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.23025539702832448,1.1396832000173163,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.22211038644876668,3.4302863999910187,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.15747780283375667,1.5468578000145499,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.2571936537028971,1.8395614000037313,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.24854668211184835,2.5818292999756522,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.2255327420809935,4.686293700011447,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.20406407133137125,2.994234499987215,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.17038224108778424,1.563988599984441,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.2073381609917978,4.323305600002641,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.2261899431593413,2.66154960001586,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.2130137212745544,4.146867300005397,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.1980652574596493,1.9444304000062402,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.2295577087408231,2.482927600009134,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.2653374222580299,1.5584754000010435,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.24500929104599511,3.368593100021826,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.1783125777882987,1.0677454999822658,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.17588973680044825,1.1741726000036579,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.1937750437385665,1.6281739999831188,False
