trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.14320013424768685,1.4150614000100177,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.14091311822789093,0.9731803999748081,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.16049033205147756,1.0140185999916866,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.17776450070629154,0.8995157000026666,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.1588257958359124,0.7236980999878142,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.15380116684926548,2.011812300013844,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.16148515570704244,1.0711787000182085,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.15688172124836242,0.69517370001995,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.16950092661174457,1.2241254999826197,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.14692501397670135,0.9831577000149991,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.14966160754865335,1.1439959999988787,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.15827137636044936,1.1580652999982703,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.16949435234137175,0.8204727999982424,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.20964116149003958,2.6960189000237733,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.14473283599809597,1.2044008999946527,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.18943977453040198,1.3297537000034936,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.1641260321468745,1.846968800004106,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.17731616098273711,3.4621777000138536,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.1580254871288144,2.1870960000087507,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.15439432667602146,1.0914056999899913,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.15975578142231522,3.1445626000058837,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.18328845498213064,1.8959924000082538,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.17492124688792576,3.0758064999827184,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.14660796442101304,1.3657740999769885,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.1976295910627152,1.853173900017282,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.2112280041954102,1.160109199990984,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.17371998303897593,2.763660800002981,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.1344258204380891,0.7736691000172868,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.15066099988623954,0.8376424000016414,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.16496442761335375,1.106374399998458,False
