trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.07118782888318581,1.2183536999946227,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.05858279177292059,0.6608141000033356,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.06973005832532925,0.5020731999975396,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.05969074775114612,0.5104091999965021,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.062103472713404224,0.4510274000058416,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.062459210136926666,1.0277815999870654,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.05297214735411803,0.6502782999887131,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.06266680228468308,0.45799569999508094,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.09275148936039175,0.6716088999964995,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.06880360041789213,0.5055815000087023,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.07403277754969198,0.533418699997128,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.05639524730525582,0.7084929999982705,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.05100065258898943,0.4807551000121748,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.08087395656892651,1.4550520000047982,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.05530768161260787,0.533175200005644,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.05721653055797306,0.7374409000040032,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.061468089013187024,1.106750099992496,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.05741313287756003,1.719966700009536,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.07535639610169857,1.10034249999444,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.061205037129172524,0.7102663999976357,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.04720666709986519,1.678702399993199,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.08779250063159008,1.1844754000048852,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.05891927639745941,1.7527300999936415,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.06576365760811918,0.7885307000105968,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.06127603235924698,1.1765104999940377,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.06491660947563631,0.7543776999955298,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.08201282086748911,1.5474247999954969,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.06144274964417781,0.45624689999385737,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.05198942811549337,0.5656266000005417,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.0579144878503017,0.7081797999999253,False
