trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.2318231655635421,5.2900696999859065,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.2302702438850709,4.486250899994047,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.1989226871015498,5.300632400001632,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.21762997802774572,4.294274400017457,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.1956378408082212,3.297988300008001,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.21660380535831508,9.965613899985328,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.1290403793893742,4.559281800000463,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.17754743852130692,3.2260146000189707,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.17754284472461465,5.331141300004674,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.19611870399954023,4.361250299989479,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.1763341839288185,5.979268800001591,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.16113173975357314,4.809042700013379,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.17147315686723205,3.490223699976923,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.2736293357694859,10.83315940000466,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.1322623155920225,5.861848100001225,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.20995188122025926,5.9165710999805015,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.22315954885314745,7.77963639999507,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.2288382932624402,17.40257069998188,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.17598441516289223,10.52163100001053,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.12568397678567675,5.361535200005164,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.22049948277553497,15.901368499995442,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.24098838171828393,8.402345500013325,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.2597068083960803,13.978422600019258,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.13811624065714218,6.371114800014766,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.2647338068638958,8.050871800020104,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.3003288670453289,5.496317299985094,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.3030552766064294,12.031251799984602,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.1197895022484784,3.7725943999830633,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.13104616144805603,4.366096899990225,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.1774525842407187,6.178092199988896,False
