trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.15165108611045575,1.27328409999609,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.11518070385277834,1.0011578999983612,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.14196773047150046,1.038743200013414,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.110391747204091,1.0141273000044748,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.10730479168465508,0.7719549000030383,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.09714262957221398,1.9852417999936733,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.10024446222113681,1.0627952000068035,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.09678244890170089,0.7063620000262745,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.0904794210306631,1.167812799976673,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.10767984580030765,0.9314549000118859,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.09794148453776798,1.0822333999967668,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.08530278336756772,1.122063299990259,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.09424317548917052,0.7630684000032488,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.17356102934345433,2.5708443999756128,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.08766313124892167,1.0572140000003856,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.11232033697020173,1.2143523000122514,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.11362836303221922,1.7414253999886569,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.12876281114344637,3.013450099999318,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.09529060504708545,2.0245464999752585,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.10988906126216036,1.0797987999976613,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.10717956293683015,2.8457457999757025,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.1290423808026119,1.824700600001961,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.12302476197091874,2.810929600003874,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.09409806762210585,1.3441865000058897,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.15473142044294647,1.824246400006814,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.13586378597744367,1.1862846000003628,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.19407137846362327,2.664151100005256,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.08010516013912752,0.7374387999880128,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.09862078084812491,0.8278184999944642,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.08883574325945495,1.0854343000100926,False
