trial,model,C,val_pr_auc,seconds,is_default
0,logreg,1.0,0.024494395095412933,3.011779499996919,True
1,logreg,0.00010433015975560071,0.020554359942666547,0.31201100000180304,False
2,logreg,7.087870182165282,0.02471278164740484,3.5878304000070784,False
3,logreg,0.15778700589260478,0.023958313439359454,1.668180599983316,False
4,logreg,0.0005493246762889695,0.02297056321724343,0.40793730001314543,False
5,logreg,0.00035611627027439246,0.02269281003814596,0.3523783000127878,False
6,logreg,17.647359885126413,0.024851797585433516,3.7270394999941345,False
7,logreg,0.00020820280648590456,0.022260242556108364,0.3296429999754764,False
8,logreg,18.009879132694522,0.024653781832669645,3.5473902999947313,False
9,logreg,0.10782948455334646,0.023759530999177082,1.5572025000001304,False
10,logreg,0.0037619809749245307,0.02316392003100182,0.6026901000004727,False
11,logreg,0.046483891763801424,0.02309989495897508,1.1579532999894582,False
12,logreg,0.03024679494312621,0.023071766562186746,1.0751772999938112,False
13,logreg,5.432141049817977,0.02443575558769776,2.7706252000061795,False
14,logreg,0.002574489093034908,0.023284502987526136,0.5157390999956988,False
15,logreg,13.625781988834158,0.024823593971541987,3.555674100003671,False
16,logreg,0.0009778687002506207,0.023283292041275456,0.4575706000032369,False
17,logreg,0.32310432371264586,0.024555320931179347,2.3241280000074767,False
18,logreg,9.92307276636211,0.02471787642336367,4.621897000004537,False
19,logreg,16.862069044245118,0.024643912499108227,4.767914700001711,False
20,logreg,0.003065353858967016,0.02310523411898277,0.8747143999789841,False
21,logreg,0.025371639939762346,0.02297555599411441,1.4561811999883503,False
22,logreg,0.00018940245566494797,0.022031810486916478,0.5728666000068188,False
23,logreg,0.7688450484641327,0.02446327760334477,3.3804471000039484,False
24,logreg,59.29829419214348,0.024836746633370724,5.358305100002326,False
25,logreg,0.023488106454205963,0.022916873564652336,1.3844670000253245,False
26,logreg,2.7864766711770614,0.024460457877687955,4.099884499999462,False
27,logreg,0.004660915733444023,0.022974543437144973,0.8164994000107981,False
28,logreg,0.0021609118967459854,0.02330811556505097,0.8084487000014633,False
29,logreg,15.979931944694169,0.024751433700194402,4.996124800003599,False
