trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.09957054871525356,1.4035513999988325,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.10753926854296687,0.9161415999988094,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.11460276060267609,0.7901604999788105,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.1145115796758312,0.7696742000116501,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.11690746541428097,0.6738091000006534,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.1232108852846849,1.6127487999910954,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.11163475095016841,0.9240986999939196,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.08922757269591094,0.6228037000109907,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.11808800907915937,1.0231807999953162,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.10862518710284812,0.7594504999869969,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.1219995518291814,0.8765220000059344,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.13487455948802407,0.9937169999757316,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.09828264768415974,0.6956819999904837,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.1264270604636079,1.9740308999898843,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.11068966388513436,0.8513499000109732,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.13339493553294487,1.1996685000194702,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.1124498246529563,1.7230380999972112,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.12071075320454171,2.8649359999981243,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.13012654680557004,1.90781600002083,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.09249149972308612,1.1275151000008918,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.1071581399508178,2.9015416000038385,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.1022305842795556,1.9214459999930114,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.12327288484065513,2.7707054000056814,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.10907210949263708,1.3711237999959849,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.11898878026528885,1.8128691000165418,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.10723887370281104,1.1389389999967534,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.15043961357507984,2.2386372000037227,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.13701060794471775,0.7396650000009686,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.15044776897247408,0.7982055000029504,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.10081427589851562,1.1152473999827635,False
