trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.19003891102073392,1.503697199979797,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.17747793968672,0.9510995000018738,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.1821842498490873,0.9647403999988455,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.14564054959458353,0.84270170002128,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.1387971117212487,0.6659452999883797,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.14063849301594739,1.758006199990632,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.17470696341955083,0.9687283000093885,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.14869159579355395,0.676067000022158,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.16207710748436308,1.115668899990851,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.15574284383595988,0.9192851999832783,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.13120723440571855,1.0606898999831174,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.14431138689465134,1.0852730000042357,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.14560882377933157,0.7830402000108734,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.19620558544850786,2.455993999989005,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.1434556487522669,1.0634272000170313,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.1878846402010079,1.2744288000103552,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.16433397084434218,1.8366230000101496,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.16772062680006114,3.2000315000186674,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.14904210009455293,2.0922274000186007,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.1705108997733483,1.0955329000134952,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.18216835724002653,3.055372900009388,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.1504640507717185,1.8823706000111997,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.17196150285819495,2.8978569000028074,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.15973899325917235,1.3738650000013877,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.20930498885778054,1.853244400001131,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.20129006181404538,1.2042633999953978,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.21341279415784672,2.601354900019942,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.13952550034576905,0.7552967999945395,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.16994392232965136,0.8264674000092782,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.1476078917364048,1.1015176000073552,False
