trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.16484659904425247,5.04949229999329,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.1590592664273031,4.352702500007581,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.1311870891814503,3.574777100002393,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.16601668501535413,3.5445015000004787,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.1490123045000032,3.1971245000022464,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.15006344899986243,7.857996799983084,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.20979561980383413,4.382866900006775,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.24383562505957082,3.1378585000056773,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.18633865069072317,5.29795480001485,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.1675234814908966,4.0022734999947716,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.13890315751197718,5.375909800000954,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.1874630267891882,4.618794500012882,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.16856779867300917,3.4400863999908324,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.15781714942627229,8.68478470001719,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.0798802383966792,4.318143399985274,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.20046110817722673,5.553679999982705,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.19045377042968134,7.69862280000234,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.1845321076176255,13.94558660002076,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.15279070220531937,8.853552199987462,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.21639680058513205,4.976770999986911,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.1255912556154448,13.595963800005848,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.17112295074290554,9.155208899988793,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.20093935969570892,11.693213899998227,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.21253178008232954,6.411416500021005,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.1572752222837495,10.60227540001506,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.16727944606207515,5.23966210000799,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.15955313155661538,11.067126799986,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.15135270643829044,3.351284200005466,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.1693592327229839,4.851650599972345,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.26625200803980503,6.285780100006377,False
