trial,model,C,val_pr_auc,seconds,is_default
0,logreg,1.0,0.030381908064382478,1.0909605999768246,True
1,logreg,0.00010433015975560071,0.025680625559644475,0.38618649999261834,False
2,logreg,7.087870182165282,0.03041860132222209,1.066909899993334,False
3,logreg,0.15778700589260478,0.03034535648470999,0.9833057000068948,False
4,logreg,0.0005493246762889695,0.028602947119918662,0.38346240000100806,False
5,logreg,0.00035611627027439246,0.028203788792181012,0.37013379999552853,False
6,logreg,17.647359885126413,0.03043115995859492,1.2029160000092816,False
7,logreg,0.00020820280648590456,0.027389273358484508,0.38026259999605827,False
8,logreg,18.009879132694522,0.030395239554478638,1.0936355000012554,False
9,logreg,0.10782948455334646,0.030330026893075703,1.0388007999863476,False
10,logreg,0.0037619809749245307,0.029460276324371974,0.5898273999919184,False
11,logreg,0.046483891763801424,0.030298177081045038,0.939184099988779,False
12,logreg,0.03024679494312621,0.030202395055490695,0.9407443999953102,False
13,logreg,5.432141049817977,0.03039184158621457,1.1699996999814175,False
14,logreg,0.002574489093034908,0.029366798877515136,0.584207099978812,False
15,logreg,13.625781988834158,0.030454753858351113,1.1108672000118531,False
16,logreg,0.0009778687002506207,0.02901151482043475,0.4780836999998428,False
17,logreg,0.32310432371264586,0.03039059179098872,1.113828100002138,False
18,logreg,9.92307276636211,0.030508870219386565,1.2518412000208627,False
19,logreg,16.862069044245118,0.03047413170703702,1.232647500000894,False
20,logreg,0.003065353858967016,0.029420421828082948,0.6103549000108615,False
21,logreg,0.025371639939762346,0.03017466294697088,0.8700570999935735,False
22,logreg,0.00018940245566494797,0.027209410885517392,0.36518760002218187,False
23,logreg,0.7688450484641327,0.030371332845203606,1.1111100999987684,False
24,logreg,59.29829419214348,0.030466771975290494,1.218162899982417,False
25,logreg,0.023488106454205963,0.03014049665420557,0.9163302000088152,False
26,logreg,2.7864766711770614,0.0303397064403103,1.1044624999922235,False
27,logreg,0.004660915733444023,0.029567989266132636,0.6353874999913387,False
28,logreg,0.0021609118967459854,0.02931426642126741,0.5458508000010625,False
29,logreg,15.979931944694169,0.030388982493733913,1.111527400003979,False
