trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.18615960827562147,1.450372499995865,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.17305612704877735,0.9794581000169273,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.1514073099880637,0.9683082999836188,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.15645907781529134,0.8887175999989267,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.14915532997823394,0.6922524999827147,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.16972079853612357,1.8995937000145204,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.18716613976188357,1.0840081999776885,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.2030371417697123,0.6984334000153467,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.1891320637279568,1.1840086999873165,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.15652197954283228,0.9757196999853477,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.1654290358374399,1.1034039999940433,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.18244543326580986,1.1788327999820467,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.15196673269810235,0.7820430000138003,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.22245883381102186,2.5830917000130285,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.15345597154265786,1.143605999997817,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.17303237265889293,1.2768928000004962,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.19388077558747016,1.8404612999875098,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.1722831920535722,3.35300949998782,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.16582131048109283,2.159989100007806,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.18089939823388476,1.088908600009745,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.1720976474177904,3.109766599984141,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.1644336721735651,1.8971835999982432,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.19105387012825953,2.9538074000156485,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.1693542870103896,1.3611502000130713,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.1778249608845431,1.8432749999919906,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.204539342481847,1.1576326000213157,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.22226065569889572,2.702419299981557,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.1400317397190158,0.767884500004584,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.17114102359809852,0.8512801000033505,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.19006636545889338,1.1251006000093184,False
