trial,model,n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,val_pr_auc,seconds,is_default
0,xgboost,400,5,0.1,0.8,0.8,1.0,0.24524159644403262,1.6882783000182826,True
1,xgboost,600,3,0.1563627570886382,1.0,0.8,1.0,0.20930134508673007,1.3638983000128064,False
2,xgboost,200,7,0.19573283840516106,0.6,1.0,1.0,0.20284885052525714,1.5112006999843288,False
3,xgboost,200,7,0.05579819848164752,0.8,0.6,5.0,0.21835564303220822,1.3323048000165727,False
4,xgboost,400,3,0.1464494438755189,0.8,1.0,1.0,0.22138970516986972,1.004709599976195,False
5,xgboost,400,7,0.01753049073724252,0.8,0.8,5.0,0.20422864701407972,2.9089797999768052,False
6,xgboost,600,3,0.02322480192467465,1.0,0.6,5.0,0.21711967364134427,1.368942800007062,False
7,xgboost,400,3,0.0904987372297764,1.0,1.0,20.0,0.2555773102137004,0.9547604999970645,False
8,xgboost,400,5,0.025748724747099185,1.0,0.6,1.0,0.21908844117056495,1.5641862000047695,False
9,xgboost,200,7,0.05269280720946244,1.0,0.6,5.0,0.19779132505220826,1.3289681999885943,False
10,xgboost,200,7,0.030904369108095374,1.0,0.8,1.0,0.16909405716912168,1.582093500008341,False
11,xgboost,600,3,0.03885485825955104,0.8,0.6,1.0,0.20866872184223395,1.4474318000138737,False
12,xgboost,400,3,0.10592725281577631,0.6,1.0,20.0,0.18521760327641104,0.9939178000204265,False
13,xgboost,600,7,0.04972379635300668,0.6,0.6,20.0,0.25238269138726366,3.3721442999958526,False
14,xgboost,200,7,0.010566136766370391,0.6,1.0,20.0,0.14860777949254866,1.605384700000286,False
15,xgboost,400,5,0.04864843549260767,0.8,0.8,5.0,0.2226639176374252,1.7008460000215564,False
16,xgboost,600,5,0.02419221616392644,0.8,0.6,5.0,0.239905571956344,2.4304072999802884,False
17,xgboost,600,7,0.020520393025221243,0.8,1.0,1.0,0.2296493560867721,4.768777799996315,False
18,xgboost,400,7,0.013654564244977357,0.8,0.8,5.0,0.1904386404354985,3.060970200021984,False
19,xgboost,600,3,0.017791477017917574,1.0,1.0,20.0,0.2160336569780406,1.4061520000104792,False
20,xgboost,600,7,0.020198945998003114,1.0,1.0,5.0,0.2309267331968083,4.311925100017106,False
21,xgboost,600,5,0.06360039272230424,0.6,0.8,5.0,0.24287793884085127,2.571121500019217,False
22,xgboost,600,7,0.01931752132583908,0.8,0.6,1.0,0.21106938477049267,4.141805100021884,False
23,xgboost,400,5,0.01281202683224047,1.0,0.8,1.0,0.1971904645620997,1.838677399995504,False
24,xgboost,600,5,0.10899272116649625,0.8,0.6,5.0,0.26147497524843083,2.308331900014309,False
25,xgboost,400,5,0.10799743072226171,1.0,0.6,20.0,0.2826324622452585,1.4664186000009067,False
26,xgboost,600,7,0.0760433261794055,1.0,0.8,5.0,0.28293356584837837,3.4406411000236403,False
27,xgboost,200,5,0.012551908012962186,0.8,1.0,20.0,0.1395850058070274,1.0028869999805465,False
28,xgboost,400,3,0.01648734170950757,0.8,0.6,20.0,0.1531326471951886,0.999897300003795,False
29,xgboost,600,3,0.050733340929487065,1.0,1.0,20.0,0.2462181716520716,1.3819618000125047,False
