horizon,arch,treatment,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,f1_mean,f1_std,recall_mean,recall_std,specificity_mean,specificity_std,precision_mean,precision_std,accuracy_mean,accuracy_std,cost_1to1_mean,cost_1to1_std,cost_1to10_mean,cost_1to10_std,cost_1to20_mean,cost_1to20_std,cost_1to50_mean,cost_1to50_std,n_seeds
4,bilstm,class_weight,0.703719228802352,0.0484338717517592,0.035269859514811944,0.0067086730583935566,0.042908642824187694,0.03154104156589183,0.030303030303030304,0.025021903752871832,0.9966470976046212,0.0015169288113241967,0.08277414855094502,0.03275774060420907,0.9857586292525454,0.0012413086276907709,0.014241370747454681,0.0012413086276908186,0.1125776011919543,0.0015221548475245997,0.22184007946362055,0.0042757848337547115,0.5496275142786193,0.012710864892821963,5
4,bilstm,cost_threshold_1to1,0.7405204555811178,0.024295485000108242,0.04355309859250141,0.005604677248469389,0.01853544208165525,0.005815385851410215,0.009917355371900827,0.0031409791325045125,0.9993344425956738,0.00023743660441634276,0.15119047619047618,0.04987228587060336,0.9881859945368762,0.00022873272196351717,0.011814005463123913,0.00022873272196350275,0.11221753166128631,0.00037403452523943786,0.2237770052148001,0.0006893502181520311,0.5584554258753414,0.0017274799231936817,5
4,bilstm,cost_threshold_1to10,0.7405204555811178,0.024295485000108242,0.04355309859250141,0.005604677248469389,0.0869449200115269,0.008001158234976966,0.08209366391184574,0.005972309473465234,0.9907073117131825,0.0019648366217710762,0.09421248872359364,0.018689848798515714,0.9804693320089397,0.0019185425410441267,0.019530667991060343,0.0019185425410441106,0.11261484976409238,0.0018024871046632717,0.21604171840079464,0.00190513692054348,0.5263223243109014,0.003194606488767976,5
4,bilstm,cost_threshold_1to20,0.7405204555811178,0.024295485000108242,0.04355309859250141,0.005604677248469389,0.09596917339551501,0.006441815613011475,0.12947658402203857,0.0367022385522706,0.982243430760054,0.0074974228451968605,0.08070509673540552,0.01364561072967042,0.9726347156692328,0.0070082632777072355,0.02736528433076732,0.0070082632777072685,0.11564440029798857,0.0034617856070085023,0.21373230692823442,0.001794665772636035,0.5079960268189719,0.013496640601550858,5
4,bilstm,cost_threshold_1to50,0.7405204555811178,0.024295485000108242,0.04355309859250141,0.005604677248469389,0.0926268424584699,0.013539160324835698,0.17741046831955926,0.03795259526015322,0.9684236963551314,0.013785697301914384,0.06540663130603354,0.017160167664706086,0.95951080208592,0.01325113191209562,0.04048919791407996,0.013251131912095619,0.12390737521728334,0.010015098115182917,0.21659423888750934,0.007168851705914375,0.4946548298981872,0.011140578037175348,5
4,bilstm,focal,0.7231733170948258,0.028003610995547084,0.03596188544011865,0.004469025630659782,0.03949630932286721,0.01149401309814644,0.025895316804407716,0.008841215722248602,0.9969170878724138,0.0007720041637868941,0.08642364070640914,0.016547036290844315,0.9859759125900174,0.0006777210255595646,0.014024087409982617,0.0006777210255595284,0.11280730072013907,0.0004924589005665341,0.2225664266203129,0.0013737646760495247,0.5518438043208345,0.0043278595924574345,5
4,bilstm,none,0.7405204555811178,0.024295485000108242,0.04355309859250141,0.005604677248469389,0.05637951949138857,0.016302076647459238,0.03911845730027548,0.01191280898646813,0.9960757228518506,0.0011848977783420996,0.10555938019153392,0.031072410685703197,0.9852930221008194,0.0011420617802313253,0.014706977899180532,0.0011420617802313721,0.11214924261236651,0.0015205081787378488,0.22041842562701763,0.0026181864761937357,0.5452259746709709,0.006488833302957088,5
4,bilstm,smote,0.7607294234473635,0.0120757957721806,0.04037325222625232,0.0057044681006214295,0.04980049773438981,0.02436885198619633,0.03526170798898072,0.01942099915373506,0.9958622421749913,0.0014154231745589572,0.09108004701761832,0.03608888672726122,0.9850384901912094,0.001341042002559469,0.014961509808790662,0.0013410420025594704,0.11279488452942636,0.002160314605284466,0.22149863421902158,0.004117364507809833,0.5476098832878074,0.010548634616759365,5
4,cnn_lstm_attn,class_weight,0.7758124248279307,0.02197190892356173,0.043957988771362616,0.0059863391432279775,0.05979791149237941,0.024768875393172407,0.0440771349862259,0.019381883305055494,0.9952845885787838,0.0012334771551765935,0.09595334016774279,0.039586844818702706,0.9845666749441271,0.0011335937922767594,0.01543332505587286,0.0011335937922768093,0.11237273404519495,0.001938154047258544,0.22008318847777503,0.003945157899583802,0.5432145517755153,0.0104028998499832,5
4,cnn_lstm_attn,cost_threshold_1to1,0.7721557336521533,0.020107380253648652,0.0434172536259126,0.007732812298131296,0.008381017223867342,0.010240163739553438,0.00440771349862259,0.005370134625239099,0.999522807898785,0.00028635931939830487,0.09139406487232574,0.11018392320348926,0.9883101564440031,0.00028835917960002986,0.011689843555997021,0.00028835917960003994,0.11265209833623044,0.0006629885435731924,0.2248323814253787,0.0012374215115276176,0.5613732306928234,0.0030331168175215945,5
4,cnn_lstm_attn,cost_threshold_1to10,0.7721557336521533,0.020107380253648652,0.0434172536259126,0.007732812298131296,0.06386300180569802,0.00925662297422696,0.05399449035812672,0.010046601944248192,0.9928044454211534,0.0017025972870589035,0.0797944042922202,0.012026028708840765,0.9822262229947851,0.0016082142615452628,0.0177737770052148,0.0016082142615452012,0.11370747454680905,0.0012296104152188017,0.2203004718152471,0.0016591998665972116,0.5400794636205613,0.004674782369592718,5
4,cnn_lstm_attn,cost_threshold_1to20,0.7721557336521533,0.020107380253648652,0.0434172536259126,0.007732812298131296,0.07806104363157534,0.010660004847900082,0.08209366391184574,0.018623078546727904,0.988390418484915,0.003710193504594614,0.07687615194549131,0.015288996868776245,0.9781785448224485,0.0035048258550132295,0.021821455177551526,0.0035048258550132243,0.11490563695058356,0.0023848097520291715,0.21833250558728584,0.002593078402848963,0.5286131114973927,0.00791664221102425,5
4,cnn_lstm_attn,cost_threshold_1to50,0.7721557336521533,0.020107380253648652,0.0434172536259126,0.007732812298131296,0.08846734585170221,0.00666898916459067,0.18622589531680442,0.017810721625613906,0.9653910149750417,0.004922368982347117,0.05823500069755018,0.005728543062023303,0.9566116215545071,0.004724754164238371,0.04338837844549292,0.00472475416423839,0.12591259001738267,0.003698222379096116,0.2176061584305935,0.003423723783077073,0.49268686367022596,0.007361162517506151,5
4,cnn_lstm_attn,focal,0.7899965137716398,0.036429790060181204,0.044488303070550114,0.007463402441751136,0.04649620599337565,0.022194021406210865,0.03360881542699724,0.022158763142909318,0.996138511286221,0.0021571962438120627,0.08848802342251419,0.02279497990708381,0.9852930221008196,0.0018964435799405641,0.014706977899180532,0.0018964435799405626,0.11270797119443754,0.0007953270409311504,0.22159796374472313,0.003030463164552923,0.5482679413955798,0.010471112745951174,5
4,cnn_lstm_attn,none,0.7721557336521533,0.020107380253648652,0.0434172536259126,0.007732812298131296,0.05071608374314017,0.011007268816572486,0.03746556473829201,0.010046601944248192,0.9950962232756726,0.0015092751545419556,0.08253862972000292,0.02243583252401554,0.9843059349391605,0.0014188248474457739,0.015694065060839334,0.0014188248474457771,0.11330394834864663,0.0011145217079717546,0.22175937422398811,0.001679401673583428,0.5471256518500124,0.004788812247912054,5
4,cnn_lstm_attn,smote,0.7834404325863671,0.023554985477967222,0.044188868930412156,0.008500809388460914,0.06754208096487999,0.020398939609592263,0.05454545454545454,0.018418197961924825,0.9935453489467241,0.002337193519459907,0.09683532111294668,0.04362720466651959,0.9829649863421903,0.0022723664354161286,0.017035013657809784,0.002272366435416103,0.11291283834119692,0.0027298506671909264,0.21944375465607152,0.00426355383812764,0.5390365036006953,0.010101388619024838,5
4,lstm,class_weight,0.7440254426346788,0.02593219943144252,0.03900840511534466,0.009311082251849253,0.05297487159018689,0.022946849051240444,0.03746556473829201,0.017916928420395703,0.9960757228518506,0.0019035616360852505,0.09862360051897559,0.03760486936364238,0.9852743978147505,0.0017532512020953244,0.014725602185249565,0.0017532512020953378,0.11233548547305687,0.0015892905988995297,0.2207909113483983,0.003108157820178415,0.5461571889744226,0.008942755435001296,5
4,lstm,cost_threshold_1to1,0.7529920288958256,0.02300852251170844,0.04177832164393404,0.004565088531568356,0.02198594219407642,0.014936735142254758,0.012121212121212121,0.007936562143739908,0.9989451543025775,0.0006979831904575242,0.1456806156806157,0.14763749108780855,0.9878259250062081,0.0007048990886929159,0.012174074993791905,0.0007048990886929065,0.1123541097591259,0.0011841443525461997,0.2236652594983859,0.001981807432577166,0.5575987087161659,0.004593497664817577,5
4,lstm,cost_threshold_1to10,0.7529920288958256,0.02300852251170844,0.04177832164393404,0.004565088531568356,0.06968854305669694,0.00992621187807253,0.0628099173553719,0.018314898224346735,0.9918123881581012,0.003145490633539373,0.08246205427500626,0.013004878597234005,0.9813446734541843,0.0029193729308380906,0.018655326545815743,0.0029193729308380763,0.11369505835609635,0.0014172620774630536,0.21929476036751921,0.0016918341285079375,0.536093866401788,0.007518507130487479,5
4,lstm,cost_threshold_1to20,0.7529920288958256,0.02300852251170844,0.04177832164393404,0.004565088531568356,0.08021293375242919,0.015085964524473784,0.09201101928374655,0.029387626122522506,0.9868521018428404,0.0036956874573501474,0.0736593071391282,0.006813684103207521,0.9767693071765582,0.0033399610713138127,0.023230692823441767,0.0033399610713138015,0.11530916314874598,0.0011194815837372687,0.21761857462130618,0.003329255739359453,0.5245468090389869,0.01312071443848972,5
4,lstm,cost_threshold_1to50,0.7529920288958256,0.02300852251170844,0.04177832164393404,0.004565088531568356,0.0877752386868614,0.006744848026764114,0.14600550964187328,0.04467568798960566,0.9749411358427779,0.011997570270210325,0.0657002175753392,0.010346320622235505,0.9656009436304942,0.011373346755149318,0.03439905636950583,0.011373346755149338,0.12100198659051405,0.007063342167699686,0.21722746461385647,0.0031218757948504386,0.5059038986838837,0.013906694809793712,5
