horizon,inflated_roc_auc,half_fixed_roc_auc,correct_roc_auc,roc_auc_lost_to_chronological_split,roc_auc_lost_to_resampling_inside_train,total_roc_auc_collapse,share_chronological_split,share_resampling_inside_train,inflated_pr_auc,half_fixed_pr_auc,correct_pr_auc,inflated_pr_auc_lift,half_fixed_pr_auc_lift,correct_pr_auc_lift,inflated_test_base_rate,correct_test_base_rate,inflated_accuracy,half_fixed_accuracy,correct_accuracy,majority_class_accuracy,model_beats_majority_class,natural_inflated_pr_auc,natural_half_fixed_pr_auc,natural_inflated_base_rate,pr_auc_natural_lost_to_chronological_split,pr_auc_natural_lost_to_resampling_inside_train,pr_auc_natural_share_chronological_split,pr_auc_natural_share_resampling_inside_train,natural_inflated_over_correct_pr_auc
1,0.9999138166026025,0.9346645745479414,0.7498553924617489,0.0652492420546611,0.18480918208619246,0.25005842414085355,0.26093598837489007,0.7390640116251099,0.999848931405363,0.9510871367281529,0.02169684079696061,2.003199378492851,1.8691527644761585,11.649757051914717,0.49912662972328337,0.0018624286069034023,0.9992145047613924,0.8443804781944173,0.9973925999503352,0.9981375713930966,False,0.8939370475847163,0.37924536053482216,0.0016729112035917533,0.5146916870498941,0.35754851973786156,0.5900802130474768,0.4099197869525231,41.20125394983508
4,0.9997683017023441,0.9587407536181433,0.775776299856806,0.04102754808420084,0.1829644537613373,0.22399200184553814,0.18316523691097186,0.8168347630890281,0.9996413273098466,0.9649030400188205,0.04096218754738603,2.003388238317105,1.8569699750168014,3.6353659339575444,0.49897608451825326,0.011267693071765582,0.9974384022576792,0.8648936362550526,0.9851067792401291,0.9887323069282344,False,0.9514825634702385,0.3912501671156206,0.010136385973027118,0.5602323963546179,0.3502879795682346,0.6152881485895334,0.3847118514104666,23.228314219535783
