horizon,model,group_kind,group,n,n_positive,base_rate,n_firms,pr_auc,roc_auc,pr_auc_cluster_ci_low,pr_auc_cluster_ci_high,status
2,altman_zdp,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,50,659,2,0.0030349013657056147,64,,,,,"too few (2 test positives, need 20)"
2,altman_zdp,SIC-2,51,444,1,0.0022522522522522522,44,,,,,"too few (1 test positives, need 20)"
2,altman_zdp,SIC-2,52,128,1,0.0078125,11,,,,,"too few (1 test positives, need 20)"
2,altman_zdp,SIC-2,53,159,2,0.012578616352201259,14,,,,,"too few (2 test positives, need 20)"
2,altman_zdp,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,55,300,3,0.01,29,,,,,"too few (3 test positives, need 20)"
2,altman_zdp,SIC-2,56,309,2,0.006472491909385114,27,,,,,"too few (2 test positives, need 20)"
2,altman_zdp,SIC-2,57,115,3,0.02608695652173913,14,,,,,"too few (3 test positives, need 20)"
2,altman_zdp,SIC-2,58,575,1,0.0017391304347826088,60,,,,,"too few (1 test positives, need 20)"
2,altman_zdp,SIC-2,59,703,7,0.00995732574679943,80,,,,,"too few (7 test positives, need 20)"
2,altman_zdp,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,73,4669,22,0.004711929749411009,544,0.013866654040210397,0.7795645284347672,0.00582970307593855,0.029557263776490334,reported
2,altman_zdp,SIC-2,75,84,1,0.011904761904761904,10,,,,,"too few (1 test positives, need 20)"
2,altman_zdp,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,80,791,10,0.012642225031605562,86,,,,,"too few (10 test positives, need 20)"
2,altman_zdp,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
2,altman_zdp,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,1,190,3,0.015789473684210527,22,,,,,"too few (3 test positives, need 20)"
2,xgboost,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,9,14,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,10,221,1,0.004524886877828055,22,,,,,"too few (1 test positives, need 20)"
2,xgboost,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,13,784,2,0.002551020408163265,87,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,16,176,4,0.022727272727272728,18,,,,,"too few (4 test positives, need 20)"
2,xgboost,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,20,997,4,0.004012036108324975,99,,,,,"too few (4 test positives, need 20)"
2,xgboost,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,24,149,2,0.013422818791946308,13,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,28,4357,31,0.0071149873766353,516,0.19861641785651082,0.9221436773895277,0.07602433834361987,0.34415745064948794,reported
2,xgboost,SIC-2,29,175,2,0.011428571428571429,16,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,32,104,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,34,609,2,0.003284072249589491,55,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,35,1738,7,0.004027617951668585,163,,,,,"too few (7 test positives, need 20)"
2,xgboost,SIC-2,36,2600,10,0.0038461538461538464,256,,,,,"too few (10 test positives, need 20)"
2,xgboost,SIC-2,37,1050,10,0.009523809523809525,112,,,,,"too few (10 test positives, need 20)"
2,xgboost,SIC-2,38,2963,16,0.005399932500843739,302,,,,,"too few (16 test positives, need 20)"
2,xgboost,SIC-2,39,340,2,0.0058823529411764705,33,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,42,161,2,0.012422360248447204,16,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,45,221,2,0.00904977375565611,23,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,48,815,3,0.0036809815950920245,80,,,,,"too few (3 test positives, need 20)"
2,xgboost,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,50,659,2,0.0030349013657056147,64,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,51,444,1,0.0022522522522522522,44,,,,,"too few (1 test positives, need 20)"
2,xgboost,SIC-2,52,128,1,0.0078125,11,,,,,"too few (1 test positives, need 20)"
2,xgboost,SIC-2,53,159,2,0.012578616352201259,14,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,55,300,3,0.01,29,,,,,"too few (3 test positives, need 20)"
2,xgboost,SIC-2,56,309,2,0.006472491909385114,27,,,,,"too few (2 test positives, need 20)"
2,xgboost,SIC-2,57,115,3,0.02608695652173913,14,,,,,"too few (3 test positives, need 20)"
2,xgboost,SIC-2,58,575,1,0.0017391304347826088,60,,,,,"too few (1 test positives, need 20)"
2,xgboost,SIC-2,59,703,7,0.00995732574679943,80,,,,,"too few (7 test positives, need 20)"
2,xgboost,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,73,4669,22,0.004711929749411009,544,0.09500598745624708,0.865093804409492,0.014583398841146988,0.2949812925008363,reported
2,xgboost,SIC-2,75,84,1,0.011904761904761904,10,,,,,"too few (1 test positives, need 20)"
2,xgboost,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,80,791,10,0.012642225031605562,86,,,,,"too few (10 test positives, need 20)"
2,xgboost,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
2,xgboost,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,1,190,3,0.015789473684210527,22,,,,,"too few (3 test positives, need 20)"
2,transformer,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,9,14,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,10,221,1,0.004524886877828055,22,,,,,"too few (1 test positives, need 20)"
2,transformer,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,13,784,2,0.002551020408163265,87,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,16,176,4,0.022727272727272728,18,,,,,"too few (4 test positives, need 20)"
2,transformer,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,20,997,4,0.004012036108324975,99,,,,,"too few (4 test positives, need 20)"
2,transformer,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,24,149,2,0.013422818791946308,13,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,28,4357,31,0.0071149873766353,516,0.16831231983356792,0.898744276915276,0.03712750801702448,0.3333215016907984,reported
2,transformer,SIC-2,29,175,2,0.011428571428571429,16,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,32,104,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,34,609,2,0.003284072249589491,55,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,35,1738,7,0.004027617951668585,163,,,,,"too few (7 test positives, need 20)"
2,transformer,SIC-2,36,2600,10,0.0038461538461538464,256,,,,,"too few (10 test positives, need 20)"
2,transformer,SIC-2,37,1050,10,0.009523809523809525,112,,,,,"too few (10 test positives, need 20)"
2,transformer,SIC-2,38,2963,16,0.005399932500843739,302,,,,,"too few (16 test positives, need 20)"
2,transformer,SIC-2,39,340,2,0.0058823529411764705,33,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,42,161,2,0.012422360248447204,16,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,45,221,2,0.00904977375565611,23,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,48,815,3,0.0036809815950920245,80,,,,,"too few (3 test positives, need 20)"
2,transformer,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,50,659,2,0.0030349013657056147,64,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,51,444,1,0.0022522522522522522,44,,,,,"too few (1 test positives, need 20)"
2,transformer,SIC-2,52,128,1,0.0078125,11,,,,,"too few (1 test positives, need 20)"
2,transformer,SIC-2,53,159,2,0.012578616352201259,14,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,55,300,3,0.01,29,,,,,"too few (3 test positives, need 20)"
2,transformer,SIC-2,56,309,2,0.006472491909385114,27,,,,,"too few (2 test positives, need 20)"
2,transformer,SIC-2,57,115,3,0.02608695652173913,14,,,,,"too few (3 test positives, need 20)"
2,transformer,SIC-2,58,575,1,0.0017391304347826088,60,,,,,"too few (1 test positives, need 20)"
2,transformer,SIC-2,59,703,7,0.00995732574679943,80,,,,,"too few (7 test positives, need 20)"
2,transformer,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,73,4669,22,0.004711929749411009,544,0.20143589928447336,0.7876538137997144,0.00846080461321384,0.4492157892607114,reported
2,transformer,SIC-2,75,84,1,0.011904761904761904,10,,,,,"too few (1 test positives, need 20)"
2,transformer,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,80,791,10,0.012642225031605562,86,,,,,"too few (10 test positives, need 20)"
2,transformer,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
2,transformer,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,1,190,3,0.015789473684210527,22,,,,,"too few (3 test positives, need 20)"
2,C_lstm,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,9,14,0,0.0,2,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,10,221,1,0.004524886877828055,22,,,,,"too few (1 test positives, need 20)"
2,C_lstm,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,13,784,2,0.002551020408163265,87,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,16,176,4,0.022727272727272728,18,,,,,"too few (4 test positives, need 20)"
2,C_lstm,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,20,997,4,0.004012036108324975,99,,,,,"too few (4 test positives, need 20)"
2,C_lstm,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,24,149,2,0.013422818791946308,13,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,28,4357,31,0.0071149873766353,516,0.206345830578507,0.942157696150806,0.08263450869687293,0.36995621611348606,reported
2,C_lstm,SIC-2,29,175,2,0.011428571428571429,16,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,32,104,0,0.0,11,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,34,609,2,0.003284072249589491,55,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,35,1738,7,0.004027617951668585,163,,,,,"too few (7 test positives, need 20)"
2,C_lstm,SIC-2,36,2600,10,0.0038461538461538464,256,,,,,"too few (10 test positives, need 20)"
2,C_lstm,SIC-2,37,1050,10,0.009523809523809525,112,,,,,"too few (10 test positives, need 20)"
2,C_lstm,SIC-2,38,2963,16,0.005399932500843739,302,,,,,"too few (16 test positives, need 20)"
2,C_lstm,SIC-2,39,340,2,0.0058823529411764705,33,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,42,161,2,0.012422360248447204,16,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,45,221,2,0.00904977375565611,23,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,48,815,3,0.0036809815950920245,80,,,,,"too few (3 test positives, need 20)"
2,C_lstm,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,50,659,2,0.0030349013657056147,64,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,51,444,1,0.0022522522522522522,44,,,,,"too few (1 test positives, need 20)"
2,C_lstm,SIC-2,52,128,1,0.0078125,11,,,,,"too few (1 test positives, need 20)"
2,C_lstm,SIC-2,53,159,2,0.012578616352201259,14,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,55,300,3,0.01,29,,,,,"too few (3 test positives, need 20)"
2,C_lstm,SIC-2,56,309,2,0.006472491909385114,27,,,,,"too few (2 test positives, need 20)"
2,C_lstm,SIC-2,57,115,3,0.02608695652173913,14,,,,,"too few (3 test positives, need 20)"
2,C_lstm,SIC-2,58,575,1,0.0017391304347826088,60,,,,,"too few (1 test positives, need 20)"
2,C_lstm,SIC-2,59,703,7,0.00995732574679943,80,,,,,"too few (7 test positives, need 20)"
2,C_lstm,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,73,4669,22,0.004711929749411009,544,0.1344152052879007,0.7877516286167028,0.010291434817458547,0.35113150521526443,reported
2,C_lstm,SIC-2,75,84,1,0.011904761904761904,10,,,,,"too few (1 test positives, need 20)"
2,C_lstm,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,80,791,10,0.012642225031605562,86,,,,,"too few (10 test positives, need 20)"
2,C_lstm,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
2,C_lstm,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,1,190,5,0.02631578947368421,22,,,,,"too few (5 test positives, need 20)"
3,altman_zdp,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,9,14,1,0.07142857142857142,2,,,,,"too few (1 test positives, need 20)"
3,altman_zdp,SIC-2,10,221,2,0.00904977375565611,22,,,,,"too few (2 test positives, need 20)"
3,altman_zdp,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,13,784,3,0.003826530612244898,87,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,16,176,5,0.028409090909090908,18,,,,,"too few (5 test positives, need 20)"
3,altman_zdp,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,20,997,7,0.007021063189568706,99,,,,,"too few (7 test positives, need 20)"
3,altman_zdp,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,24,149,3,0.020134228187919462,13,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,28,4357,50,0.011475786091347258,516,0.03217389402294463,0.8217924309263989,0.019208688404578678,0.0555542261065125,reported
3,altman_zdp,SIC-2,29,175,3,0.017142857142857144,16,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,32,104,1,0.009615384615384616,11,,,,,"too few (1 test positives, need 20)"
3,altman_zdp,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,34,609,3,0.0049261083743842365,55,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,35,1738,10,0.005753739930955121,163,,,,,"too few (10 test positives, need 20)"
3,altman_zdp,SIC-2,36,2600,19,0.007307692307692308,256,,,,,"too few (19 test positives, need 20)"
3,altman_zdp,SIC-2,37,1050,14,0.013333333333333334,112,,,,,"too few (14 test positives, need 20)"
3,altman_zdp,SIC-2,38,2963,27,0.00911238609517381,302,0.02050365971498208,0.7833787465940055,0.009431012145974244,0.04327286490268428,reported
3,altman_zdp,SIC-2,39,340,4,0.011764705882352941,33,,,,,"too few (4 test positives, need 20)"
3,altman_zdp,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,42,161,3,0.018633540372670808,16,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,45,221,3,0.013574660633484163,23,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,48,815,5,0.006134969325153374,80,,,,,"too few (5 test positives, need 20)"
3,altman_zdp,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,50,659,4,0.006069802731411229,64,,,,,"too few (4 test positives, need 20)"
3,altman_zdp,SIC-2,51,444,2,0.0045045045045045045,44,,,,,"too few (2 test positives, need 20)"
3,altman_zdp,SIC-2,52,128,2,0.015625,11,,,,,"too few (2 test positives, need 20)"
3,altman_zdp,SIC-2,53,159,3,0.018867924528301886,14,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,55,300,5,0.016666666666666666,29,,,,,"too few (5 test positives, need 20)"
3,altman_zdp,SIC-2,56,309,3,0.009708737864077669,27,,,,,"too few (3 test positives, need 20)"
3,altman_zdp,SIC-2,57,115,5,0.043478260869565216,14,,,,,"too few (5 test positives, need 20)"
3,altman_zdp,SIC-2,58,575,2,0.0034782608695652175,60,,,,,"too few (2 test positives, need 20)"
3,altman_zdp,SIC-2,59,703,13,0.01849217638691323,80,,,,,"too few (13 test positives, need 20)"
3,altman_zdp,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,73,4669,34,0.007282073249089741,544,0.020910597962604676,0.7909575480677709,0.008944106535845502,0.04166689727762029,reported
3,altman_zdp,SIC-2,75,84,2,0.023809523809523808,10,,,,,"too few (2 test positives, need 20)"
3,altman_zdp,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,80,791,17,0.021491782553729456,86,,,,,"too few (17 test positives, need 20)"
3,altman_zdp,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
3,altman_zdp,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,1,190,5,0.02631578947368421,22,,,,,"too few (5 test positives, need 20)"
3,xgboost,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,9,14,1,0.07142857142857142,2,,,,,"too few (1 test positives, need 20)"
3,xgboost,SIC-2,10,221,2,0.00904977375565611,22,,,,,"too few (2 test positives, need 20)"
3,xgboost,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,13,784,3,0.003826530612244898,87,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,16,176,5,0.028409090909090908,18,,,,,"too few (5 test positives, need 20)"
3,xgboost,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,20,997,7,0.007021063189568706,99,,,,,"too few (7 test positives, need 20)"
3,xgboost,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,24,149,3,0.020134228187919462,13,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
