horizon,model,group_kind,group,n,n_positive,base_rate,n_firms,pr_auc,roc_auc,pr_auc_cluster_ci_low,pr_auc_cluster_ci_high,status
3,xgboost,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,28,4357,50,0.011475786091347258,516,0.2685646318194738,0.932212677037381,0.12661119462821532,0.4394402898877292,reported
3,xgboost,SIC-2,29,175,3,0.017142857142857144,16,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,32,104,1,0.009615384615384616,11,,,,,"too few (1 test positives, need 20)"
3,xgboost,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,34,609,3,0.0049261083743842365,55,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,35,1738,10,0.005753739930955121,163,,,,,"too few (10 test positives, need 20)"
3,xgboost,SIC-2,36,2600,19,0.007307692307692308,256,,,,,"too few (19 test positives, need 20)"
3,xgboost,SIC-2,37,1050,14,0.013333333333333334,112,,,,,"too few (14 test positives, need 20)"
3,xgboost,SIC-2,38,2963,27,0.00911238609517381,302,0.09257096670280686,0.8961045514179029,0.02976495923629692,0.288551432090692,reported
3,xgboost,SIC-2,39,340,4,0.011764705882352941,33,,,,,"too few (4 test positives, need 20)"
3,xgboost,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,42,161,3,0.018633540372670808,16,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,45,221,3,0.013574660633484163,23,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,48,815,5,0.006134969325153374,80,,,,,"too few (5 test positives, need 20)"
3,xgboost,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,50,659,4,0.006069802731411229,64,,,,,"too few (4 test positives, need 20)"
3,xgboost,SIC-2,51,444,2,0.0045045045045045045,44,,,,,"too few (2 test positives, need 20)"
3,xgboost,SIC-2,52,128,2,0.015625,11,,,,,"too few (2 test positives, need 20)"
3,xgboost,SIC-2,53,159,3,0.018867924528301886,14,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,55,300,5,0.016666666666666666,29,,,,,"too few (5 test positives, need 20)"
3,xgboost,SIC-2,56,309,3,0.009708737864077669,27,,,,,"too few (3 test positives, need 20)"
3,xgboost,SIC-2,57,115,5,0.043478260869565216,14,,,,,"too few (5 test positives, need 20)"
3,xgboost,SIC-2,58,575,2,0.0034782608695652175,60,,,,,"too few (2 test positives, need 20)"
3,xgboost,SIC-2,59,703,13,0.01849217638691323,80,,,,,"too few (13 test positives, need 20)"
3,xgboost,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,73,4669,34,0.007282073249089741,544,0.12409167695311456,0.9097468113458975,0.03673196348572594,0.3005799600553328,reported
3,xgboost,SIC-2,75,84,2,0.023809523809523808,10,,,,,"too few (2 test positives, need 20)"
3,xgboost,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,80,791,17,0.021491782553729456,86,,,,,"too few (17 test positives, need 20)"
3,xgboost,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
3,xgboost,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,1,190,5,0.02631578947368421,22,,,,,"too few (5 test positives, need 20)"
3,transformer,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,9,14,1,0.07142857142857142,2,,,,,"too few (1 test positives, need 20)"
3,transformer,SIC-2,10,221,2,0.00904977375565611,22,,,,,"too few (2 test positives, need 20)"
3,transformer,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,13,784,3,0.003826530612244898,87,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,16,176,5,0.028409090909090908,18,,,,,"too few (5 test positives, need 20)"
3,transformer,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,20,997,7,0.007021063189568706,99,,,,,"too few (7 test positives, need 20)"
3,transformer,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,24,149,3,0.020134228187919462,13,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,28,4357,50,0.011475786091347258,516,0.12938152416010293,0.8766101694915254,0.04404540981112352,0.2642764684427143,reported
3,transformer,SIC-2,29,175,3,0.017142857142857144,16,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,32,104,1,0.009615384615384616,11,,,,,"too few (1 test positives, need 20)"
3,transformer,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,34,609,3,0.0049261083743842365,55,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,35,1738,10,0.005753739930955121,163,,,,,"too few (10 test positives, need 20)"
3,transformer,SIC-2,36,2600,19,0.007307692307692308,256,,,,,"too few (19 test positives, need 20)"
3,transformer,SIC-2,37,1050,14,0.013333333333333334,112,,,,,"too few (14 test positives, need 20)"
3,transformer,SIC-2,38,2963,27,0.00911238609517381,302,0.07865135925335043,0.9098925219497427,0.03269780289794913,0.17082641733797413,reported
3,transformer,SIC-2,39,340,4,0.011764705882352941,33,,,,,"too few (4 test positives, need 20)"
3,transformer,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,42,161,3,0.018633540372670808,16,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,45,221,3,0.013574660633484163,23,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,48,815,5,0.006134969325153374,80,,,,,"too few (5 test positives, need 20)"
3,transformer,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,50,659,4,0.006069802731411229,64,,,,,"too few (4 test positives, need 20)"
3,transformer,SIC-2,51,444,2,0.0045045045045045045,44,,,,,"too few (2 test positives, need 20)"
3,transformer,SIC-2,52,128,2,0.015625,11,,,,,"too few (2 test positives, need 20)"
3,transformer,SIC-2,53,159,3,0.018867924528301886,14,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,55,300,5,0.016666666666666666,29,,,,,"too few (5 test positives, need 20)"
3,transformer,SIC-2,56,309,3,0.009708737864077669,27,,,,,"too few (3 test positives, need 20)"
3,transformer,SIC-2,57,115,5,0.043478260869565216,14,,,,,"too few (5 test positives, need 20)"
3,transformer,SIC-2,58,575,2,0.0034782608695652175,60,,,,,"too few (2 test positives, need 20)"
3,transformer,SIC-2,59,703,13,0.01849217638691323,80,,,,,"too few (13 test positives, need 20)"
3,transformer,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,73,4669,34,0.007282073249089741,544,0.14772195415020403,0.8378323497683863,0.01882215690884417,0.39323727367909084,reported
3,transformer,SIC-2,75,84,2,0.023809523809523808,10,,,,,"too few (2 test positives, need 20)"
3,transformer,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,80,791,17,0.021491782553729456,86,,,,,"too few (17 test positives, need 20)"
3,transformer,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
3,transformer,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,1,190,5,0.02631578947368421,22,,,,,"too few (5 test positives, need 20)"
3,C_lstm,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,9,14,1,0.07142857142857142,2,,,,,"too few (1 test positives, need 20)"
3,C_lstm,SIC-2,10,221,2,0.00904977375565611,22,,,,,"too few (2 test positives, need 20)"
3,C_lstm,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,13,784,3,0.003826530612244898,87,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,16,176,5,0.028409090909090908,18,,,,,"too few (5 test positives, need 20)"
3,C_lstm,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,20,997,7,0.007021063189568706,99,,,,,"too few (7 test positives, need 20)"
3,C_lstm,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,24,149,3,0.020134228187919462,13,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,28,4357,50,0.011475786091347258,516,0.1974166044405072,0.9347945205479453,0.08738819032671895,0.32623388814846865,reported
3,C_lstm,SIC-2,29,175,3,0.017142857142857144,16,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,30,229,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,32,104,1,0.009615384615384616,11,,,,,"too few (1 test positives, need 20)"
3,C_lstm,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,34,609,3,0.0049261083743842365,55,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,35,1738,10,0.005753739930955121,163,,,,,"too few (10 test positives, need 20)"
3,C_lstm,SIC-2,36,2600,19,0.007307692307692308,256,,,,,"too few (19 test positives, need 20)"
3,C_lstm,SIC-2,37,1050,14,0.013333333333333334,112,,,,,"too few (14 test positives, need 20)"
3,C_lstm,SIC-2,38,2963,27,0.00911238609517381,302,0.07522278281325606,0.8993339388434757,0.029808106923260434,0.15036396906124824,reported
3,C_lstm,SIC-2,39,340,4,0.011764705882352941,33,,,,,"too few (4 test positives, need 20)"
3,C_lstm,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,42,161,3,0.018633540372670808,16,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,45,221,3,0.013574660633484163,23,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,48,815,5,0.006134969325153374,80,,,,,"too few (5 test positives, need 20)"
3,C_lstm,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,50,659,4,0.006069802731411229,64,,,,,"too few (4 test positives, need 20)"
3,C_lstm,SIC-2,51,444,2,0.0045045045045045045,44,,,,,"too few (2 test positives, need 20)"
3,C_lstm,SIC-2,52,128,2,0.015625,11,,,,,"too few (2 test positives, need 20)"
3,C_lstm,SIC-2,53,159,3,0.018867924528301886,14,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,55,300,5,0.016666666666666666,29,,,,,"too few (5 test positives, need 20)"
3,C_lstm,SIC-2,56,309,3,0.009708737864077669,27,,,,,"too few (3 test positives, need 20)"
3,C_lstm,SIC-2,57,115,5,0.043478260869565216,14,,,,,"too few (5 test positives, need 20)"
3,C_lstm,SIC-2,58,575,2,0.0034782608695652175,60,,,,,"too few (2 test positives, need 20)"
3,C_lstm,SIC-2,59,703,13,0.01849217638691323,80,,,,,"too few (13 test positives, need 20)"
3,C_lstm,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,73,4669,34,0.007282073249089741,544,0.1374067947534878,0.8035091059077353,0.015865588888689337,0.33303696146072137,reported
3,C_lstm,SIC-2,75,84,2,0.023809523809523808,10,,,,,"too few (2 test positives, need 20)"
3,C_lstm,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,80,791,17,0.021491782553729456,86,,,,,"too few (17 test positives, need 20)"
3,C_lstm,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
3,C_lstm,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,1,190,7,0.03684210526315789,22,,,,,"too few (7 test positives, need 20)"
4,altman_zdp,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,9,14,2,0.14285714285714285,2,,,,,"too few (2 test positives, need 20)"
4,altman_zdp,SIC-2,10,221,3,0.013574660633484163,22,,,,,"too few (3 test positives, need 20)"
4,altman_zdp,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,13,784,4,0.00510204081632653,87,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,16,176,6,0.03409090909090909,18,,,,,"too few (6 test positives, need 20)"
4,altman_zdp,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,20,997,10,0.010030090270812437,99,,,,,"too few (10 test positives, need 20)"
4,altman_zdp,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,24,149,4,0.026845637583892617,13,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,28,4357,69,0.015836584806059217,516,0.04118145040594298,0.8152951276227558,0.024838863457762025,0.06694858689439104,reported
4,altman_zdp,SIC-2,29,175,4,0.022857142857142857,16,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,30,229,1,0.004366812227074236,23,,,,,"too few (1 test positives, need 20)"
4,altman_zdp,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,32,104,2,0.019230769230769232,11,,,,,"too few (2 test positives, need 20)"
4,altman_zdp,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,34,609,4,0.006568144499178982,55,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,35,1738,13,0.007479861910241657,163,,,,,"too few (13 test positives, need 20)"
4,altman_zdp,SIC-2,36,2600,29,0.011153846153846153,256,0.04087520005467318,0.8583806113279416,0.01713672544316036,0.09259257499067794,reported
4,altman_zdp,SIC-2,37,1050,19,0.018095238095238095,112,,,,,"too few (19 test positives, need 20)"
4,altman_zdp,SIC-2,38,2963,38,0.01282483968950388,302,0.025877544811838175,0.7642285200179937,0.012113701328469562,0.051457317795623236,reported
4,altman_zdp,SIC-2,39,340,6,0.01764705882352941,33,,,,,"too few (6 test positives, need 20)"
4,altman_zdp,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,42,161,4,0.024844720496894408,16,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,45,221,4,0.01809954751131222,23,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,48,815,6,0.007361963190184049,80,,,,,"too few (6 test positives, need 20)"
4,altman_zdp,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,50,659,6,0.009104704097116844,64,,,,,"too few (6 test positives, need 20)"
4,altman_zdp,SIC-2,51,444,3,0.006756756756756757,44,,,,,"too few (3 test positives, need 20)"
4,altman_zdp,SIC-2,52,128,3,0.0234375,11,,,,,"too few (3 test positives, need 20)"
4,altman_zdp,SIC-2,53,159,4,0.025157232704402517,14,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,55,300,7,0.023333333333333334,29,,,,,"too few (7 test positives, need 20)"
4,altman_zdp,SIC-2,56,309,4,0.012944983818770227,27,,,,,"too few (4 test positives, need 20)"
4,altman_zdp,SIC-2,57,115,7,0.06086956521739131,14,,,,,"too few (7 test positives, need 20)"
4,altman_zdp,SIC-2,58,575,3,0.0052173913043478265,60,,,,,"too few (3 test positives, need 20)"
4,altman_zdp,SIC-2,59,703,18,0.025604551920341393,80,,,,,"too few (18 test positives, need 20)"
4,altman_zdp,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,73,4669,46,0.009852216748768473,544,0.026477619399417694,0.7871370933611714,0.012023822056133244,0.05239616963678571,reported
4,altman_zdp,SIC-2,75,84,3,0.03571428571428571,10,,,,,"too few (3 test positives, need 20)"
4,altman_zdp,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,80,791,24,0.03034134007585335,86,0.08983357624524509,0.8461538461538461,0.03700200436624017,0.19859983413198048,reported
4,altman_zdp,SIC-2,82,133,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,83,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,87,582,0,0.0,66,,,,,"too few (0 test positives, need 20)"
4,altman_zdp,SIC-2,89,21,0,0.0,2,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,1,190,7,0.03684210526315789,22,,,,,"too few (7 test positives, need 20)"
4,xgboost,SIC-2,2,25,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,7,80,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,9,14,2,0.14285714285714285,2,,,,,"too few (2 test positives, need 20)"
4,xgboost,SIC-2,10,221,3,0.013574660633484163,22,,,,,"too few (3 test positives, need 20)"
4,xgboost,SIC-2,12,84,0,0.0,7,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,13,784,4,0.00510204081632653,87,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,14,133,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,15,37,0,0.0,4,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,16,176,6,0.03409090909090909,18,,,,,"too few (6 test positives, need 20)"
4,xgboost,SIC-2,17,142,0,0.0,15,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,20,997,10,0.010030090270812437,99,,,,,"too few (10 test positives, need 20)"
4,xgboost,SIC-2,21,82,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,22,85,0,0.0,8,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,23,219,0,0.0,21,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,24,149,4,0.026845637583892617,13,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,25,199,0,0.0,18,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,26,216,0,0.0,20,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,27,128,0,0.0,11,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,28,4357,69,0.015836584806059217,516,0.21121446513033285,0.8835408555050833,0.08431457744384299,0.3768584824637263,reported
4,xgboost,SIC-2,29,175,4,0.022857142857142857,16,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,30,229,1,0.004366812227074236,23,,,,,"too few (1 test positives, need 20)"
4,xgboost,SIC-2,31,108,0,0.0,9,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,32,104,2,0.019230769230769232,11,,,,,"too few (2 test positives, need 20)"
4,xgboost,SIC-2,33,384,0,0.0,33,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,34,609,4,0.006568144499178982,55,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,35,1738,13,0.007479861910241657,163,,,,,"too few (13 test positives, need 20)"
4,xgboost,SIC-2,36,2600,29,0.011153846153846153,256,0.09492362439317095,0.8908113037996754,0.034041333854580164,0.22326485268179136,reported
4,xgboost,SIC-2,37,1050,19,0.018095238095238095,112,,,,,"too few (19 test positives, need 20)"
4,xgboost,SIC-2,38,2963,38,0.01282483968950388,302,0.11539866480835742,0.8945479082321186,0.045017326497281934,0.28479302613293134,reported
4,xgboost,SIC-2,39,340,6,0.01764705882352941,33,,,,,"too few (6 test positives, need 20)"
4,xgboost,SIC-2,40,30,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,42,161,4,0.024844720496894408,16,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,44,120,0,0.0,10,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,45,221,4,0.01809954751131222,23,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,46,20,0,0.0,3,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,47,234,0,0.0,24,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,48,815,6,0.007361963190184049,80,,,,,"too few (6 test positives, need 20)"
4,xgboost,SIC-2,49,1343,0,0.0,128,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,50,659,6,0.009104704097116844,64,,,,,"too few (6 test positives, need 20)"
4,xgboost,SIC-2,51,444,3,0.006756756756756757,44,,,,,"too few (3 test positives, need 20)"
4,xgboost,SIC-2,52,128,3,0.0234375,11,,,,,"too few (3 test positives, need 20)"
4,xgboost,SIC-2,53,159,4,0.025157232704402517,14,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,54,127,0,0.0,12,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,55,300,7,0.023333333333333334,29,,,,,"too few (7 test positives, need 20)"
4,xgboost,SIC-2,56,309,4,0.012944983818770227,27,,,,,"too few (4 test positives, need 20)"
4,xgboost,SIC-2,57,115,7,0.06086956521739131,14,,,,,"too few (7 test positives, need 20)"
4,xgboost,SIC-2,58,575,3,0.0052173913043478265,60,,,,,"too few (3 test positives, need 20)"
4,xgboost,SIC-2,59,703,18,0.025604551920341393,80,,,,,"too few (18 test positives, need 20)"
4,xgboost,SIC-2,70,247,0,0.0,23,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,72,144,0,0.0,17,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,73,4669,46,0.009852216748768473,544,0.12833215814226243,0.9104524635800204,0.03582772493639165,0.26903915712561316,reported
4,xgboost,SIC-2,75,84,3,0.03571428571428571,10,,,,,"too few (3 test positives, need 20)"
4,xgboost,SIC-2,76,12,0,0.0,1,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,78,100,0,0.0,14,,,,,"too few (0 test positives, need 20)"
4,xgboost,SIC-2,79,340,0,0.0,39,,,,,"too few (0 test positives, need 20)"
